INVS_PLN_ARR_PRD_SEQ_NUM,INVST_PLAN_ARR_SEQ_NUM,PROD_ALT_NUM,PROD_CDE_ALT_CLASS_CDE,CTRY_PROD_TRADE_CDE,ASET_CLASS_CDE,LAST_INGESTION_TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
17894578684,7898080114,107434,159442,45984195358, qydt699,Current_timestamp  , 147kc542,  SAP15924, 57SAT496
17894578685,7898080115,107435,159443,45984195359, qydt700,Current_timestamp  , 147kc543,  SAP15925, 57SAT497
17894578686,7898080116,107436,159444,45984195360, qydt701,Current_timestamp  , 147kc544,  SAP15926, 57SAT498
17894578687,7898080117,107437,159445,45984195361, qydt702,Current_timestamp  , 147kc545,  SAP15927, 57SAT499
17894578688,7898080118,107438,159446,45984195362, qydt703,Current_timestamp  , 147kc546,  SAP15928, 57SAT500
17894578689,7898080119,107439,159447,45984195363, qydt704,Current_timestamp  , 147kc547,  SAP15929, 57SAT501
17894578690,7898080120,107440,159448,45984195364, qydt705,Current_timestamp  , 147kc548,  SAP15930, 57SAT502
17894578691,7898080121,107441,159449,45984195365, qydt706,Current_timestamp  , 147kc549,  SAP15931, 57SAT503
17894578692,7898080122,107442,159450,45984195366, qydt707,Current_timestamp  , 147kc550,  SAP15932, 57SAT504
17894578693,7898080123,107443,159451,45984195367, qydt708,Current_timestamp  , 147kc551,  SAP15933, 57SAT505
17894578694,7898080124,107444,159452,45984195368, qydt709,Current_timestamp  , 147kc552,  SAP15934, 57SAT506
17894578695,7898080125,107445,159453,45984195369, qydt710,Current_timestamp  , 147kc553,  SAP15935, 57SAT507
17894578696,7898080126,107446,159454,45984195370, qydt711,Current_timestamp  , 147kc554,  SAP15936, 57SAT508
17894578697,7898080127,107447,159455,45984195371, qydt712,Current_timestamp  , 147kc555,  SAP15937, 57SAT509
17894578698,7898080128,107448,159456,45984195372, qydt713,Current_timestamp  , 147kc556,  SAP15938, 57SAT510
17894578699,7898080129,107449,159457,45984195373, qydt714,Current_timestamp  , 147kc557,  SAP15939, 57SAT511
17894578700,7898080130,107450,159458,45984195374, qydt715,Current_timestamp  , 147kc558,  SAP15940, 57SAT512
17894578701,7898080131,107451,159459,45984195375, qydt716,Current_timestamp  , 147kc559,  SAP15941, 57SAT513
17894578702,7898080132,107452,159460,45984195376, qydt717,Current_timestamp  , 147kc560,  SAP15942, 57SAT514
17894578703,7898080133,107453,159461,45984195377, qydt718,Current_timestamp  , 147kc561,  SAP15943, 57SAT515
17894578704,7898080134,107454,159462,45984195378, qydt719,Current_timestamp  , 147kc562,  SAP15944, 57SAT516
17894578705,7898080135,107455,159463,45984195379, qydt720,Current_timestamp  , 147kc563,  SAP15945, 57SAT517
17894578706,7898080136,107456,159464,45984195380, qydt721,Current_timestamp  , 147kc564,  SAP15946, 57SAT518
17894578707,7898080137,107457,159465,45984195381, qydt722,Current_timestamp  , 147kc565,  SAP15947, 57SAT519
17894578708,7898080138,107458,159466,45984195382, qydt723,Current_timestamp  , 147kc566,  SAP15948, 57SAT520
17894578709,7898080139,107459,159467,45984195383, qydt724,Current_timestamp  , 147kc567,  SAP15949, 57SAT521
17894578710,7898080140,107460,159468,45984195384, qydt725,Current_timestamp  , 147kc568,  SAP15950, 57SAT522
17894578711,7898080141,107461,159469,45984195385, qydt726,Current_timestamp  , 147kc569,  SAP15951, 57SAT523
17894578712,7898080142,107462,159470,45984195386, qydt727,Current_timestamp  , 147kc570,  SAP15952, 57SAT524
17894578713,7898080143,107463,159471,45984195387, qydt728,Current_timestamp  , 147kc571,  SAP15953, 57SAT525
17894578714,7898080144,107464,159472,45984195388, qydt729,Current_timestamp  , 147kc572,  SAP15954, 57SAT526
17894578715,7898080145,107465,159473,45984195389, qydt730,Current_timestamp  , 147kc573,  SAP15955, 57SAT527
17894578716,7898080146,107466,159474,45984195390, qydt731,Current_timestamp  , 147kc574,  SAP15956, 57SAT528
17894578717,7898080147,107467,159475,45984195391, qydt732,Current_timestamp  , 147kc575,  SAP15957, 57SAT529
17894578718,7898080148,107468,159476,45984195392, qydt733,Current_timestamp  , 147kc576,  SAP15958, 57SAT530
17894578719,7898080149,107469,159477,45984195393, qydt734,Current_timestamp  , 147kc577,  SAP15959, 57SAT531
17894578720,7898080150,107470,159478,45984195394, qydt735,Current_timestamp  , 147kc578,  SAP15960, 57SAT532
17894578721,7898080151,107471,159479,45984195395, qydt736,Current_timestamp  , 147kc579,  SAP15961, 57SAT533
17894578722,7898080152,107472,159480,45984195396, qydt737,Current_timestamp  , 147kc580,  SAP15962, 57SAT534
17894578723,7898080153,107473,159481,45984195397, qydt738,Current_timestamp  , 147kc581,  SAP15963, 57SAT535
17894578724,7898080154,107474,159482,45984195398, qydt739,Current_timestamp  , 147kc582,  SAP15964, 57SAT536
17894578725,7898080155,107475,159483,45984195399, qydt740,Current_timestamp  , 147kc583,  SAP15965, 57SAT537
17894578726,7898080156,107476,159484,45984195400, qydt741,Current_timestamp  , 147kc584,  SAP15966, 57SAT538
17894578727,7898080157,107477,159485,45984195401, qydt742,Current_timestamp  , 147kc585,  SAP15967, 57SAT539
17894578728,7898080158,107478,159486,45984195402, qydt743,Current_timestamp  , 147kc586,  SAP15968, 57SAT540
17894578729,7898080159,107479,159487,45984195403, qydt744,Current_timestamp  , 147kc587,  SAP15969, 57SAT541
17894578730,7898080160,107480,159488,45984195404, qydt745,Current_timestamp  , 147kc588,  SAP15970, 57SAT542
17894578731,7898080161,107481,159489,45984195405, qydt746,Current_timestamp  , 147kc589,  SAP15971, 57SAT543
17894578732,7898080162,107482,159490,45984195406, qydt747,Current_timestamp  , 147kc590,  SAP15972, 57SAT544
17894578733,7898080163,107483,159491,45984195407, qydt748,Current_timestamp  , 147kc591,  SAP15973, 57SAT545
17894578734,7898080164,107484,159492,45984195408, qydt749,Current_timestamp  , 147kc592,  SAP15974, 57SAT546
17894578735,7898080165,107485,159493,45984195409, qydt750,Current_timestamp  , 147kc593,  SAP15975, 57SAT547
17894578736,7898080166,107486,159494,45984195410, qydt751,Current_timestamp  , 147kc594,  SAP15976, 57SAT548
17894578737,7898080167,107487,159495,45984195411, qydt752,Current_timestamp  , 147kc595,  SAP15977, 57SAT549
17894578738,7898080168,107488,159496,45984195412, qydt753,Current_timestamp  , 147kc596,  SAP15978, 57SAT550
17894578739,7898080169,107489,159497,45984195413, qydt754,Current_timestamp  , 147kc597,  SAP15979, 57SAT551
17894578740,7898080170,107490,159498,45984195414, qydt755,Current_timestamp  , 147kc598,  SAP15980, 57SAT552
17894578741,7898080171,107491,159499,45984195415, qydt756,Current_timestamp  , 147kc599,  SAP15981, 57SAT553
17894578742,7898080172,107492,159500,45984195416, qydt757,Current_timestamp  , 147kc600,  SAP15982, 57SAT554
17894578743,7898080173,107493,159501,45984195417, qydt758,Current_timestamp  , 147kc601,  SAP15983, 57SAT555
17894578744,7898080174,107494,159502,45984195418, qydt759,Current_timestamp  , 147kc602,  SAP15984, 57SAT556
17894578745,7898080175,107495,159503,45984195419, qydt760,Current_timestamp  , 147kc603,  SAP15985, 57SAT557
17894578746,7898080176,107496,159504,45984195420, qydt761,Current_timestamp  , 147kc604,  SAP15986, 57SAT558
17894578747,7898080177,107497,159505,45984195421, qydt762,Current_timestamp  , 147kc605,  SAP15987, 57SAT559
17894578748,7898080178,107498,159506,45984195422, qydt763,Current_timestamp  , 147kc606,  SAP15988, 57SAT560
17894578749,7898080179,107499,159507,45984195423, qydt764,Current_timestamp  , 147kc607,  SAP15989, 57SAT561
17894578750,7898080180,107500,159508,45984195424, qydt765,Current_timestamp  , 147kc608,  SAP15990, 57SAT562
17894578751,7898080181,107501,159509,45984195425, qydt766,Current_timestamp  , 147kc609,  SAP15991, 57SAT563
17894578752,7898080182,107502,159510,45984195426, qydt767,Current_timestamp  , 147kc610,  SAP15992, 57SAT564
17894578753,7898080183,107503,159511,45984195427, qydt768,Current_timestamp  , 147kc611,  SAP15993, 57SAT565
17894578754,7898080184,107504,159512,45984195428, qydt769,Current_timestamp  , 147kc612,  SAP15994, 57SAT566
17894578755,7898080185,107505,159513,45984195429, qydt770,Current_timestamp  , 147kc613,  SAP15995, 57SAT567
17894578756,7898080186,107506,159514,45984195430, qydt771,Current_timestamp  , 147kc614,  SAP15996, 57SAT568
17894578757,7898080187,107507,159515,45984195431, qydt772,Current_timestamp  , 147kc615,  SAP15997, 57SAT569
17894578758,7898080188,107508,159516,45984195432, qydt773,Current_timestamp  , 147kc616,  SAP15998, 57SAT570
17894578759,7898080189,107509,159517,45984195433, qydt774,Current_timestamp  , 147kc617,  SAP15999, 57SAT571
17894578760,7898080190,107510,159518,45984195434, qydt775,Current_timestamp  , 147kc618,  SAP16000, 57SAT572
17894578761,7898080191,107511,159519,45984195435, qydt776,Current_timestamp  , 147kc619,  SAP16001, 57SAT573
17894578762,7898080192,107512,159520,45984195436, qydt777,Current_timestamp  , 147kc620,  SAP16002, 57SAT574
17894578763,7898080193,107513,159521,45984195437, qydt778,Current_timestamp  , 147kc621,  SAP16003, 57SAT575
17894578764,7898080194,107514,159522,45984195438, qydt779,Current_timestamp  , 147kc622,  SAP16004, 57SAT576
17894578765,7898080195,107515,159523,45984195439, qydt780,Current_timestamp  , 147kc623,  SAP16005, 57SAT577
17894578766,7898080196,107516,159524,45984195440, qydt781,Current_timestamp  , 147kc624,  SAP16006, 57SAT578
17894578767,7898080197,107517,159525,45984195441, qydt782,Current_timestamp  , 147kc625,  SAP16007, 57SAT579
17894578768,7898080198,107518,159526,45984195442, qydt783,Current_timestamp  , 147kc626,  SAP16008, 57SAT580
17894578769,7898080199,107519,159527,45984195443, qydt784,Current_timestamp  , 147kc627,  SAP16009, 57SAT581
17894578770,7898080200,107520,159528,45984195444, qydt785,Current_timestamp  , 147kc628,  SAP16010, 57SAT582
17894578771,7898080201,107521,159529,45984195445, qydt786,Current_timestamp  , 147kc629,  SAP16011, 57SAT583
17894578772,7898080202,107522,159530,45984195446, qydt787,Current_timestamp  , 147kc630,  SAP16012, 57SAT584
17894578773,7898080203,107523,159531,45984195447, qydt788,Current_timestamp  , 147kc631,  SAP16013, 57SAT585
17894578774,7898080204,107524,159532,45984195448, qydt789,Current_timestamp  , 147kc632,  SAP16014, 57SAT586
17894578775,7898080205,107525,159533,45984195449, qydt790,Current_timestamp  , 147kc633,  SAP16015, 57SAT587
17894578776,7898080206,107526,159534,45984195450, qydt791,Current_timestamp  , 147kc634,  SAP16016, 57SAT588
17894578777,7898080207,107527,159535,45984195451, qydt792,Current_timestamp  , 147kc635,  SAP16017, 57SAT589
17894578778,7898080208,107528,159536,45984195452, qydt793,Current_timestamp  , 147kc636,  SAP16018, 57SAT590
17894578779,7898080209,107529,159537,45984195453, qydt794,Current_timestamp  , 147kc637,  SAP16019, 57SAT591
17894578780,7898080210,107530,159538,45984195454, qydt795,Current_timestamp  , 147kc638,  SAP16020, 57SAT592
17894578781,7898080211,107531,159539,45984195455, qydt796,Current_timestamp  , 147kc639,  SAP16021, 57SAT593
17894578782,7898080212,107532,159540,45984195456, qydt797,Current_timestamp  , 147kc640,  SAP16022, 57SAT594
17894578783,7898080213,107533,159541,45984195457, qydt798,Current_timestamp  , 147kc641,  SAP16023, 57SAT595
17894578784,7898080214,107534,159542,45984195458, qydt799,Current_timestamp  , 147kc642,  SAP16024, 57SAT596
17894578785,7898080215,107535,159543,45984195459, qydt800,Current_timestamp  , 147kc643,  SAP16025, 57SAT597
17894578786,7898080216,107536,159544,45984195460, qydt801,Current_timestamp  , 147kc644,  SAP16026, 57SAT598
17894578787,7898080217,107537,159545,45984195461, qydt802,Current_timestamp  , 147kc645,  SAP16027, 57SAT599
17894578788,7898080218,107538,159546,45984195462, qydt803,Current_timestamp  , 147kc646,  SAP16028, 57SAT600
17894578789,7898080219,107539,159547,45984195463, qydt804,Current_timestamp  , 147kc647,  SAP16029, 57SAT601
17894578790,7898080220,107540,159548,45984195464, qydt805,Current_timestamp  , 147kc648,  SAP16030, 57SAT602
17894578791,7898080221,107541,159549,45984195465, qydt806,Current_timestamp  , 147kc649,  SAP16031, 57SAT603
17894578792,7898080222,107542,159550,45984195466, qydt807,Current_timestamp  , 147kc650,  SAP16032, 57SAT604
17894578793,7898080223,107543,159551,45984195467, qydt808,Current_timestamp  , 147kc651,  SAP16033, 57SAT605
17894578794,7898080224,107544,159552,45984195468, qydt809,Current_timestamp  , 147kc652,  SAP16034, 57SAT606
17894578795,7898080225,107545,159553,45984195469, qydt810,Current_timestamp  , 147kc653,  SAP16035, 57SAT607
17894578796,7898080226,107546,159554,45984195470, qydt811,Current_timestamp  , 147kc654,  SAP16036, 57SAT608
17894578797,7898080227,107547,159555,45984195471, qydt812,Current_timestamp  , 147kc655,  SAP16037, 57SAT609
17894578798,7898080228,107548,159556,45984195472, qydt813,Current_timestamp  , 147kc656,  SAP16038, 57SAT610
17894578799,7898080229,107549,159557,45984195473, qydt814,Current_timestamp  , 147kc657,  SAP16039, 57SAT611
17894578800,7898080230,107550,159558,45984195474, qydt815,Current_timestamp  , 147kc658,  SAP16040, 57SAT612
17894578801,7898080231,107551,159559,45984195475, qydt816,Current_timestamp  , 147kc659,  SAP16041, 57SAT613
17894578802,7898080232,107552,159560,45984195476, qydt817,Current_timestamp  , 147kc660,  SAP16042, 57SAT614
17894578803,7898080233,107553,159561,45984195477, qydt818,Current_timestamp  , 147kc661,  SAP16043, 57SAT615
17894578804,7898080234,107554,159562,45984195478, qydt819,Current_timestamp  , 147kc662,  SAP16044, 57SAT616
17894578805,7898080235,107555,159563,45984195479, qydt820,Current_timestamp  , 147kc663,  SAP16045, 57SAT617
17894578806,7898080236,107556,159564,45984195480, qydt821,Current_timestamp  , 147kc664,  SAP16046, 57SAT618
17894578807,7898080237,107557,159565,45984195481, qydt822,Current_timestamp  , 147kc665,  SAP16047, 57SAT619
17894578808,7898080238,107558,159566,45984195482, qydt823,Current_timestamp  , 147kc666,  SAP16048, 57SAT620
17894578809,7898080239,107559,159567,45984195483, qydt824,Current_timestamp  , 147kc667,  SAP16049, 57SAT621
17894578810,7898080240,107560,159568,45984195484, qydt825,Current_timestamp  , 147kc668,  SAP16050, 57SAT622
17894578811,7898080241,107561,159569,45984195485, qydt826,Current_timestamp  , 147kc669,  SAP16051, 57SAT623
17894578812,7898080242,107562,159570,45984195486, qydt827,Current_timestamp  , 147kc670,  SAP16052, 57SAT624
17894578813,7898080243,107563,159571,45984195487, qydt828,Current_timestamp  , 147kc671,  SAP16053, 57SAT625
17894578814,7898080244,107564,159572,45984195488, qydt829,Current_timestamp  , 147kc672,  SAP16054, 57SAT626
17894578815,7898080245,107565,159573,45984195489, qydt830,Current_timestamp  , 147kc673,  SAP16055, 57SAT627
17894578816,7898080246,107566,159574,45984195490, qydt831,Current_timestamp  , 147kc674,  SAP16056, 57SAT628
17894578817,7898080247,107567,159575,45984195491, qydt832,Current_timestamp  , 147kc675,  SAP16057, 57SAT629
17894578818,7898080248,107568,159576,45984195492, qydt833,Current_timestamp  , 147kc676,  SAP16058, 57SAT630
17894578819,7898080249,107569,159577,45984195493, qydt834,Current_timestamp  , 147kc677,  SAP16059, 57SAT631
17894578820,7898080250,107570,159578,45984195494, qydt835,Current_timestamp  , 147kc678,  SAP16060, 57SAT632
17894578821,7898080251,107571,159579,45984195495, qydt836,Current_timestamp  , 147kc679,  SAP16061, 57SAT633
17894578822,7898080252,107572,159580,45984195496, qydt837,Current_timestamp  , 147kc680,  SAP16062, 57SAT634
17894578823,7898080253,107573,159581,45984195497, qydt838,Current_timestamp  , 147kc681,  SAP16063, 57SAT635
17894578824,7898080254,107574,159582,45984195498, qydt839,Current_timestamp  , 147kc682,  SAP16064, 57SAT636
17894578825,7898080255,107575,159583,45984195499, qydt840,Current_timestamp  , 147kc683,  SAP16065, 57SAT637
17894578826,7898080256,107576,159584,45984195500, qydt841,Current_timestamp  , 147kc684,  SAP16066, 57SAT638
17894578827,7898080257,107577,159585,45984195501, qydt842,Current_timestamp  , 147kc685,  SAP16067, 57SAT639
17894578828,7898080258,107578,159586,45984195502, qydt843,Current_timestamp  , 147kc686,  SAP16068, 57SAT640
17894578829,7898080259,107579,159587,45984195503, qydt844,Current_timestamp  , 147kc687,  SAP16069, 57SAT641
17894578830,7898080260,107580,159588,45984195504, qydt845,Current_timestamp  , 147kc688,  SAP16070, 57SAT642
17894578831,7898080261,107581,159589,45984195505, qydt846,Current_timestamp  , 147kc689,  SAP16071, 57SAT643
17894578832,7898080262,107582,159590,45984195506, qydt847,Current_timestamp  , 147kc690,  SAP16072, 57SAT644
17894578833,7898080263,107583,159591,45984195507, qydt848,Current_timestamp  , 147kc691,  SAP16073, 57SAT645
17894578834,7898080264,107584,159592,45984195508, qydt849,Current_timestamp  , 147kc692,  SAP16074, 57SAT646
17894578835,7898080265,107585,159593,45984195509, qydt850,Current_timestamp  , 147kc693,  SAP16075, 57SAT647
17894578836,7898080266,107586,159594,45984195510, qydt851,Current_timestamp  , 147kc694,  SAP16076, 57SAT648
17894578837,7898080267,107587,159595,45984195511, qydt852,Current_timestamp  , 147kc695,  SAP16077, 57SAT649
17894578838,7898080268,107588,159596,45984195512, qydt853,Current_timestamp  , 147kc696,  SAP16078, 57SAT650
17894578839,7898080269,107589,159597,45984195513, qydt854,Current_timestamp  , 147kc697,  SAP16079, 57SAT651
17894578840,7898080270,107590,159598,45984195514, qydt855,Current_timestamp  , 147kc698,  SAP16080, 57SAT652
17894578841,7898080271,107591,159599,45984195515, qydt856,Current_timestamp  , 147kc699,  SAP16081, 57SAT653
17894578842,7898080272,107592,159600,45984195516, qydt857,Current_timestamp  , 147kc700,  SAP16082, 57SAT654
17894578843,7898080273,107593,159601,45984195517, qydt858,Current_timestamp  , 147kc701,  SAP16083, 57SAT655
17894578844,7898080274,107594,159602,45984195518, qydt859,Current_timestamp  , 147kc702,  SAP16084, 57SAT656
17894578845,7898080275,107595,159603,45984195519, qydt860,Current_timestamp  , 147kc703,  SAP16085, 57SAT657
17894578846,7898080276,107596,159604,45984195520, qydt861,Current_timestamp  , 147kc704,  SAP16086, 57SAT658
17894578847,7898080277,107597,159605,45984195521, qydt862,Current_timestamp  , 147kc705,  SAP16087, 57SAT659
17894578848,7898080278,107598,159606,45984195522, qydt863,Current_timestamp  , 147kc706,  SAP16088, 57SAT660
17894578849,7898080279,107599,159607,45984195523, qydt864,Current_timestamp  , 147kc707,  SAP16089, 57SAT661
17894578850,7898080280,107600,159608,45984195524, qydt865,Current_timestamp  , 147kc708,  SAP16090, 57SAT662
17894578851,7898080281,107601,159609,45984195525, qydt866,Current_timestamp  , 147kc709,  SAP16091, 57SAT663
17894578852,7898080282,107602,159610,45984195526, qydt867,Current_timestamp  , 147kc710,  SAP16092, 57SAT664
17894578853,7898080283,107603,159611,45984195527, qydt868,Current_timestamp  , 147kc711,  SAP16093, 57SAT665
17894578854,7898080284,107604,159612,45984195528, qydt869,Current_timestamp  , 147kc712,  SAP16094, 57SAT666
17894578855,7898080285,107605,159613,45984195529, qydt870,Current_timestamp  , 147kc713,  SAP16095, 57SAT667
17894578856,7898080286,107606,159614,45984195530, qydt871,Current_timestamp  , 147kc714,  SAP16096, 57SAT668
17894578857,7898080287,107607,159615,45984195531, qydt872,Current_timestamp  , 147kc715,  SAP16097, 57SAT669
17894578858,7898080288,107608,159616,45984195532, qydt873,Current_timestamp  , 147kc716,  SAP16098, 57SAT670
17894578859,7898080289,107609,159617,45984195533, qydt874,Current_timestamp  , 147kc717,  SAP16099, 57SAT671
17894578860,7898080290,107610,159618,45984195534, qydt875,Current_timestamp  , 147kc718,  SAP16100, 57SAT672
17894578861,7898080291,107611,159619,45984195535, qydt876,Current_timestamp  , 147kc719,  SAP16101, 57SAT673
17894578862,7898080292,107612,159620,45984195536, qydt877,Current_timestamp  , 147kc720,  SAP16102, 57SAT674
17894578863,7898080293,107613,159621,45984195537, qydt878,Current_timestamp  , 147kc721,  SAP16103, 57SAT675
17894578864,7898080294,107614,159622,45984195538, qydt879,Current_timestamp  , 147kc722,  SAP16104, 57SAT676
17894578865,7898080295,107615,159623,45984195539, qydt880,Current_timestamp  , 147kc723,  SAP16105, 57SAT677
17894578866,7898080296,107616,159624,45984195540, qydt881,Current_timestamp  , 147kc724,  SAP16106, 57SAT678
17894578867,7898080297,107617,159625,45984195541, qydt882,Current_timestamp  , 147kc725,  SAP16107, 57SAT679
17894578868,7898080298,107618,159626,45984195542, qydt883,Current_timestamp  , 147kc726,  SAP16108, 57SAT680
17894578869,7898080299,107619,159627,45984195543, qydt884,Current_timestamp  , 147kc727,  SAP16109, 57SAT681
17894578870,7898080300,107620,159628,45984195544, qydt885,Current_timestamp  , 147kc728,  SAP16110, 57SAT682
17894578871,7898080301,107621,159629,45984195545, qydt886,Current_timestamp  , 147kc729,  SAP16111, 57SAT683
17894578872,7898080302,107622,159630,45984195546, qydt887,Current_timestamp  , 147kc730,  SAP16112, 57SAT684
17894578873,7898080303,107623,159631,45984195547, qydt888,Current_timestamp  , 147kc731,  SAP16113, 57SAT685
17894578874,7898080304,107624,159632,45984195548, qydt889,Current_timestamp  , 147kc732,  SAP16114, 57SAT686
17894578875,7898080305,107625,159633,45984195549, qydt890,Current_timestamp  , 147kc733,  SAP16115, 57SAT687
17894578876,7898080306,107626,159634,45984195550, qydt891,Current_timestamp  , 147kc734,  SAP16116, 57SAT688
17894578877,7898080307,107627,159635,45984195551, qydt892,Current_timestamp  , 147kc735,  SAP16117, 57SAT689
17894578878,7898080308,107628,159636,45984195552, qydt893,Current_timestamp  , 147kc736,  SAP16118, 57SAT690
17894578879,7898080309,107629,159637,45984195553, qydt894,Current_timestamp  , 147kc737,  SAP16119, 57SAT691
17894578880,7898080310,107630,159638,45984195554, qydt895,Current_timestamp  , 147kc738,  SAP16120, 57SAT692
17894578881,7898080311,107631,159639,45984195555, qydt896,Current_timestamp  , 147kc739,  SAP16121, 57SAT693
17894578882,7898080312,107632,159640,45984195556, qydt897,Current_timestamp  , 147kc740,  SAP16122, 57SAT694
17894578883,7898080313,107633,159641,45984195557, qydt898,Current_timestamp  , 147kc741,  SAP16123, 57SAT695
17894578884,7898080314,107634,159642,45984195558, qydt899,Current_timestamp  , 147kc742,  SAP16124, 57SAT696
17894578885,7898080315,107635,159643,45984195559, qydt900,Current_timestamp  , 147kc743,  SAP16125, 57SAT697
17894578886,7898080316,107636,159644,45984195560, qydt901,Current_timestamp  , 147kc744,  SAP16126, 57SAT698
17894578887,7898080317,107637,159645,45984195561, qydt902,Current_timestamp  , 147kc745,  SAP16127, 57SAT699
17894578888,7898080318,107638,159646,45984195562, qydt903,Current_timestamp  , 147kc746,  SAP16128, 57SAT700
17894578889,7898080319,107639,159647,45984195563, qydt904,Current_timestamp  , 147kc747,  SAP16129, 57SAT701
17894578890,7898080320,107640,159648,45984195564, qydt905,Current_timestamp  , 147kc748,  SAP16130, 57SAT702
17894578891,7898080321,107641,159649,45984195565, qydt906,Current_timestamp  , 147kc749,  SAP16131, 57SAT703
17894578892,7898080322,107642,159650,45984195566, qydt907,Current_timestamp  , 147kc750,  SAP16132, 57SAT704
17894578893,7898080323,107643,159651,45984195567, qydt908,Current_timestamp  , 147kc751,  SAP16133, 57SAT705
17894578894,7898080324,107644,159652,45984195568, qydt909,Current_timestamp  , 147kc752,  SAP16134, 57SAT706
17894578895,7898080325,107645,159653,45984195569, qydt910,Current_timestamp  , 147kc753,  SAP16135, 57SAT707
17894578896,7898080326,107646,159654,45984195570, qydt911,Current_timestamp  , 147kc754,  SAP16136, 57SAT708
17894578897,7898080327,107647,159655,45984195571, qydt912,Current_timestamp  , 147kc755,  SAP16137, 57SAT709
17894578898,7898080328,107648,159656,45984195572, qydt913,Current_timestamp  , 147kc756,  SAP16138, 57SAT710
17894578899,7898080329,107649,159657,45984195573, qydt914,Current_timestamp  , 147kc757,  SAP16139, 57SAT711
17894578900,7898080330,107650,159658,45984195574, qydt915,Current_timestamp  , 147kc758,  SAP16140, 57SAT712
17894578901,7898080331,107651,159659,45984195575, qydt916,Current_timestamp  , 147kc759,  SAP16141, 57SAT713
17894578902,7898080332,107652,159660,45984195576, qydt917,Current_timestamp  , 147kc760,  SAP16142, 57SAT714
17894578903,7898080333,107653,159661,45984195577, qydt918,Current_timestamp  , 147kc761,  SAP16143, 57SAT715
17894578904,7898080334,107654,159662,45984195578, qydt919,Current_timestamp  , 147kc762,  SAP16144, 57SAT716
17894578905,7898080335,107655,159663,45984195579, qydt920,Current_timestamp  , 147kc763,  SAP16145, 57SAT717
17894578906,7898080336,107656,159664,45984195580, qydt921,Current_timestamp  , 147kc764,  SAP16146, 57SAT718
17894578907,7898080337,107657,159665,45984195581, qydt922,Current_timestamp  , 147kc765,  SAP16147, 57SAT719
17894578908,7898080338,107658,159666,45984195582, qydt923,Current_timestamp  , 147kc766,  SAP16148, 57SAT720
17894578909,7898080339,107659,159667,45984195583, qydt924,Current_timestamp  , 147kc767,  SAP16149, 57SAT721
17894578910,7898080340,107660,159668,45984195584, qydt925,Current_timestamp  , 147kc768,  SAP16150, 57SAT722
17894578911,7898080341,107661,159669,45984195585, qydt926,Current_timestamp  , 147kc769,  SAP16151, 57SAT723
17894578912,7898080342,107662,159670,45984195586, qydt927,Current_timestamp  , 147kc770,  SAP16152, 57SAT724
17894578913,7898080343,107663,159671,45984195587, qydt928,Current_timestamp  , 147kc771,  SAP16153, 57SAT725
17894578914,7898080344,107664,159672,45984195588, qydt929,Current_timestamp  , 147kc772,  SAP16154, 57SAT726
17894578915,7898080345,107665,159673,45984195589, qydt930,Current_timestamp  , 147kc773,  SAP16155, 57SAT727
17894578916,7898080346,107666,159674,45984195590, qydt931,Current_timestamp  , 147kc774,  SAP16156, 57SAT728
17894578917,7898080347,107667,159675,45984195591, qydt932,Current_timestamp  , 147kc775,  SAP16157, 57SAT729
17894578918,7898080348,107668,159676,45984195592, qydt933,Current_timestamp  , 147kc776,  SAP16158, 57SAT730
17894578919,7898080349,107669,159677,45984195593, qydt934,Current_timestamp  , 147kc777,  SAP16159, 57SAT731
17894578920,7898080350,107670,159678,45984195594, qydt935,Current_timestamp  , 147kc778,  SAP16160, 57SAT732
17894578921,7898080351,107671,159679,45984195595, qydt936,Current_timestamp  , 147kc779,  SAP16161, 57SAT733
17894578922,7898080352,107672,159680,45984195596, qydt937,Current_timestamp  , 147kc780,  SAP16162, 57SAT734
17894578923,7898080353,107673,159681,45984195597, qydt938,Current_timestamp  , 147kc781,  SAP16163, 57SAT735
17894578924,7898080354,107674,159682,45984195598, qydt939,Current_timestamp  , 147kc782,  SAP16164, 57SAT736
17894578925,7898080355,107675,159683,45984195599, qydt940,Current_timestamp  , 147kc783,  SAP16165, 57SAT737
17894578926,7898080356,107676,159684,45984195600, qydt941,Current_timestamp  , 147kc784,  SAP16166, 57SAT738
17894578927,7898080357,107677,159685,45984195601, qydt942,Current_timestamp  , 147kc785,  SAP16167, 57SAT739
17894578928,7898080358,107678,159686,45984195602, qydt943,Current_timestamp  , 147kc786,  SAP16168, 57SAT740
17894578929,7898080359,107679,159687,45984195603, qydt944,Current_timestamp  , 147kc787,  SAP16169, 57SAT741
17894578930,7898080360,107680,159688,45984195604, qydt945,Current_timestamp  , 147kc788,  SAP16170, 57SAT742
17894578931,7898080361,107681,159689,45984195605, qydt946,Current_timestamp  , 147kc789,  SAP16171, 57SAT743
17894578932,7898080362,107682,159690,45984195606, qydt947,Current_timestamp  , 147kc790,  SAP16172, 57SAT744
17894578933,7898080363,107683,159691,45984195607, qydt948,Current_timestamp  , 147kc791,  SAP16173, 57SAT745
17894578934,7898080364,107684,159692,45984195608, qydt949,Current_timestamp  , 147kc792,  SAP16174, 57SAT746
