ACCT_EXTNL_NUM,SYS_EXTNL_CDE,CTRY_INVST_ACCT_CDE,GRP_MEMBR_INVST_ACCT_CDE,SRCE_SYS_NAME,ACCT_MIG_FUND_IND,LAST_INGESTION_TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
554578713,159471,45984195387,746049, qydt728, account ,Current_timestamp  , 147kc571,  SAP15953, 57SAT525
554578714,159472,45984195388,746050, qydt729, account ,Current_timestamp  , 147kc572,  SAP15954, 57SAT526
554578715,159473,45984195389,746051, qydt730, account ,Current_timestamp  , 147kc573,  SAP15955, 57SAT527
554578716,159474,45984195390,746052, qydt731, account ,Current_timestamp  , 147kc574,  SAP15956, 57SAT528
554578717,159475,45984195391,746053, qydt732, account ,Current_timestamp  , 147kc575,  SAP15957, 57SAT529
554578718,159476,45984195392,746054, qydt733, account ,Current_timestamp  , 147kc576,  SAP15958, 57SAT530
554578719,159477,45984195393,746055, qydt734, account ,Current_timestamp  , 147kc577,  SAP15959, 57SAT531
554578720,159478,45984195394,746056, qydt735, account ,Current_timestamp  , 147kc578,  SAP15960, 57SAT532
554578721,159479,45984195395,746057, qydt736, account ,Current_timestamp  , 147kc579,  SAP15961, 57SAT533
554578722,159480,45984195396,746058, qydt737, account ,Current_timestamp  , 147kc580,  SAP15962, 57SAT534
554578723,159481,45984195397,746059, qydt738, account ,Current_timestamp  , 147kc581,  SAP15963, 57SAT535
554578724,159482,45984195398,746060, qydt739, account ,Current_timestamp  , 147kc582,  SAP15964, 57SAT536
554578725,159483,45984195399,746061, qydt740, account ,Current_timestamp  , 147kc583,  SAP15965, 57SAT537
554578726,159484,45984195400,746062, qydt741, account ,Current_timestamp  , 147kc584,  SAP15966, 57SAT538
554578727,159485,45984195401,746063, qydt742, account ,Current_timestamp  , 147kc585,  SAP15967, 57SAT539
554578728,159486,45984195402,746064, qydt743, account ,Current_timestamp  , 147kc586,  SAP15968, 57SAT540
554578729,159487,45984195403,746065, qydt744, account ,Current_timestamp  , 147kc587,  SAP15969, 57SAT541
554578730,159488,45984195404,746066, qydt745, account ,Current_timestamp  , 147kc588,  SAP15970, 57SAT542
554578731,159489,45984195405,746067, qydt746, account ,Current_timestamp  , 147kc589,  SAP15971, 57SAT543
554578732,159490,45984195406,746068, qydt747, account ,Current_timestamp  , 147kc590,  SAP15972, 57SAT544
554578733,159491,45984195407,746069, qydt748, account ,Current_timestamp  , 147kc591,  SAP15973, 57SAT545
554578734,159492,45984195408,746070, qydt749, account ,Current_timestamp  , 147kc592,  SAP15974, 57SAT546
554578735,159493,45984195409,746071, qydt750, account ,Current_timestamp  , 147kc593,  SAP15975, 57SAT547
554578736,159494,45984195410,746072, qydt751, account ,Current_timestamp  , 147kc594,  SAP15976, 57SAT548
554578737,159495,45984195411,746073, qydt752, account ,Current_timestamp  , 147kc595,  SAP15977, 57SAT549
554578738,159496,45984195412,746074, qydt753, account ,Current_timestamp  , 147kc596,  SAP15978, 57SAT550
554578739,159497,45984195413,746075, qydt754, account ,Current_timestamp  , 147kc597,  SAP15979, 57SAT551
554578740,159498,45984195414,746076, qydt755, account ,Current_timestamp  , 147kc598,  SAP15980, 57SAT552
554578741,159499,45984195415,746077, qydt756, account ,Current_timestamp  , 147kc599,  SAP15981, 57SAT553
554578742,159500,45984195416,746078, qydt757, account ,Current_timestamp  , 147kc600,  SAP15982, 57SAT554
554578743,159501,45984195417,746079, qydt758, account ,Current_timestamp  , 147kc601,  SAP15983, 57SAT555
554578744,159502,45984195418,746080, qydt759, account ,Current_timestamp  , 147kc602,  SAP15984, 57SAT556
554578745,159503,45984195419,746081, qydt760, account ,Current_timestamp  , 147kc603,  SAP15985, 57SAT557
554578746,159504,45984195420,746082, qydt761, account ,Current_timestamp  , 147kc604,  SAP15986, 57SAT558
554578747,159505,45984195421,746083, qydt762, account ,Current_timestamp  , 147kc605,  SAP15987, 57SAT559
554578748,159506,45984195422,746084, qydt763, account ,Current_timestamp  , 147kc606,  SAP15988, 57SAT560
554578749,159507,45984195423,746085, qydt764, account ,Current_timestamp  , 147kc607,  SAP15989, 57SAT561
554578750,159508,45984195424,746086, qydt765, account ,Current_timestamp  , 147kc608,  SAP15990, 57SAT562
554578751,159509,45984195425,746087, qydt766, account ,Current_timestamp  , 147kc609,  SAP15991, 57SAT563
554578752,159510,45984195426,746088, qydt767, account ,Current_timestamp  , 147kc610,  SAP15992, 57SAT564
554578753,159511,45984195427,746089, qydt768, account ,Current_timestamp  , 147kc611,  SAP15993, 57SAT565
554578754,159512,45984195428,746090, qydt769, account ,Current_timestamp  , 147kc612,  SAP15994, 57SAT566
554578755,159513,45984195429,746091, qydt770, account ,Current_timestamp  , 147kc613,  SAP15995, 57SAT567
554578756,159514,45984195430,746092, qydt771, account ,Current_timestamp  , 147kc614,  SAP15996, 57SAT568
554578757,159515,45984195431,746093, qydt772, account ,Current_timestamp  , 147kc615,  SAP15997, 57SAT569
554578758,159516,45984195432,746094, qydt773, account ,Current_timestamp  , 147kc616,  SAP15998, 57SAT570
554578759,159517,45984195433,746095, qydt774, account ,Current_timestamp  , 147kc617,  SAP15999, 57SAT571
554578760,159518,45984195434,746096, qydt775, account ,Current_timestamp  , 147kc618,  SAP16000, 57SAT572
554578761,159519,45984195435,746097, qydt776, account ,Current_timestamp  , 147kc619,  SAP16001, 57SAT573
554578762,159520,45984195436,746098, qydt777, account ,Current_timestamp  , 147kc620,  SAP16002, 57SAT574
554578763,159521,45984195437,746099, qydt778, account ,Current_timestamp  , 147kc621,  SAP16003, 57SAT575
554578764,159522,45984195438,746100, qydt779, account ,Current_timestamp  , 147kc622,  SAP16004, 57SAT576
554578765,159523,45984195439,746101, qydt780, account ,Current_timestamp  , 147kc623,  SAP16005, 57SAT577
554578766,159524,45984195440,746102, qydt781, account ,Current_timestamp  , 147kc624,  SAP16006, 57SAT578
554578767,159525,45984195441,746103, qydt782, account ,Current_timestamp  , 147kc625,  SAP16007, 57SAT579
554578768,159526,45984195442,746104, qydt783, account ,Current_timestamp  , 147kc626,  SAP16008, 57SAT580
554578769,159527,45984195443,746105, qydt784, account ,Current_timestamp  , 147kc627,  SAP16009, 57SAT581
554578770,159528,45984195444,746106, qydt785, account ,Current_timestamp  , 147kc628,  SAP16010, 57SAT582
554578771,159529,45984195445,746107, qydt786, account ,Current_timestamp  , 147kc629,  SAP16011, 57SAT583
554578772,159530,45984195446,746108, qydt787, account ,Current_timestamp  , 147kc630,  SAP16012, 57SAT584
554578773,159531,45984195447,746109, qydt788, account ,Current_timestamp  , 147kc631,  SAP16013, 57SAT585
554578774,159532,45984195448,746110, qydt789, account ,Current_timestamp  , 147kc632,  SAP16014, 57SAT586
554578775,159533,45984195449,746111, qydt790, account ,Current_timestamp  , 147kc633,  SAP16015, 57SAT587
554578776,159534,45984195450,746112, qydt791, account ,Current_timestamp  , 147kc634,  SAP16016, 57SAT588
554578777,159535,45984195451,746113, qydt792, account ,Current_timestamp  , 147kc635,  SAP16017, 57SAT589
554578778,159536,45984195452,746114, qydt793, account ,Current_timestamp  , 147kc636,  SAP16018, 57SAT590
554578779,159537,45984195453,746115, qydt794, account ,Current_timestamp  , 147kc637,  SAP16019, 57SAT591
554578780,159538,45984195454,746116, qydt795, account ,Current_timestamp  , 147kc638,  SAP16020, 57SAT592
554578781,159539,45984195455,746117, qydt796, account ,Current_timestamp  , 147kc639,  SAP16021, 57SAT593
554578782,159540,45984195456,746118, qydt797, account ,Current_timestamp  , 147kc640,  SAP16022, 57SAT594
554578783,159541,45984195457,746119, qydt798, account ,Current_timestamp  , 147kc641,  SAP16023, 57SAT595
554578784,159542,45984195458,746120, qydt799, account ,Current_timestamp  , 147kc642,  SAP16024, 57SAT596
554578785,159543,45984195459,746121, qydt800, account ,Current_timestamp  , 147kc643,  SAP16025, 57SAT597
554578786,159544,45984195460,746122, qydt801, account ,Current_timestamp  , 147kc644,  SAP16026, 57SAT598
554578787,159545,45984195461,746123, qydt802, account ,Current_timestamp  , 147kc645,  SAP16027, 57SAT599
554578788,159546,45984195462,746124, qydt803, account ,Current_timestamp  , 147kc646,  SAP16028, 57SAT600
554578789,159547,45984195463,746125, qydt804, account ,Current_timestamp  , 147kc647,  SAP16029, 57SAT601
554578790,159548,45984195464,746126, qydt805, account ,Current_timestamp  , 147kc648,  SAP16030, 57SAT602
554578791,159549,45984195465,746127, qydt806, account ,Current_timestamp  , 147kc649,  SAP16031, 57SAT603
554578792,159550,45984195466,746128, qydt807, account ,Current_timestamp  , 147kc650,  SAP16032, 57SAT604
554578793,159551,45984195467,746129, qydt808, account ,Current_timestamp  , 147kc651,  SAP16033, 57SAT605
554578794,159552,45984195468,746130, qydt809, account ,Current_timestamp  , 147kc652,  SAP16034, 57SAT606
554578795,159553,45984195469,746131, qydt810, account ,Current_timestamp  , 147kc653,  SAP16035, 57SAT607
554578796,159554,45984195470,746132, qydt811, account ,Current_timestamp  , 147kc654,  SAP16036, 57SAT608
554578797,159555,45984195471,746133, qydt812, account ,Current_timestamp  , 147kc655,  SAP16037, 57SAT609
554578798,159556,45984195472,746134, qydt813, account ,Current_timestamp  , 147kc656,  SAP16038, 57SAT610
554578799,159557,45984195473,746135, qydt814, account ,Current_timestamp  , 147kc657,  SAP16039, 57SAT611
554578800,159558,45984195474,746136, qydt815, account ,Current_timestamp  , 147kc658,  SAP16040, 57SAT612
554578801,159559,45984195475,746137, qydt816, account ,Current_timestamp  , 147kc659,  SAP16041, 57SAT613
554578802,159560,45984195476,746138, qydt817, account ,Current_timestamp  , 147kc660,  SAP16042, 57SAT614
554578803,159561,45984195477,746139, qydt818, account ,Current_timestamp  , 147kc661,  SAP16043, 57SAT615
554578804,159562,45984195478,746140, qydt819, account ,Current_timestamp  , 147kc662,  SAP16044, 57SAT616
554578805,159563,45984195479,746141, qydt820, account ,Current_timestamp  , 147kc663,  SAP16045, 57SAT617
554578806,159564,45984195480,746142, qydt821, account ,Current_timestamp  , 147kc664,  SAP16046, 57SAT618
554578807,159565,45984195481,746143, qydt822, account ,Current_timestamp  , 147kc665,  SAP16047, 57SAT619
554578808,159566,45984195482,746144, qydt823, account ,Current_timestamp  , 147kc666,  SAP16048, 57SAT620
554578809,159567,45984195483,746145, qydt824, account ,Current_timestamp  , 147kc667,  SAP16049, 57SAT621
554578810,159568,45984195484,746146, qydt825, account ,Current_timestamp  , 147kc668,  SAP16050, 57SAT622
554578811,159569,45984195485,746147, qydt826, account ,Current_timestamp  , 147kc669,  SAP16051, 57SAT623
554578812,159570,45984195486,746148, qydt827, account ,Current_timestamp  , 147kc670,  SAP16052, 57SAT624
554578813,159571,45984195487,746149, qydt828, account ,Current_timestamp  , 147kc671,  SAP16053, 57SAT625
554578814,159572,45984195488,746150, qydt829, account ,Current_timestamp  , 147kc672,  SAP16054, 57SAT626
554578815,159573,45984195489,746151, qydt830, account ,Current_timestamp  , 147kc673,  SAP16055, 57SAT627
554578816,159574,45984195490,746152, qydt831, account ,Current_timestamp  , 147kc674,  SAP16056, 57SAT628
554578817,159575,45984195491,746153, qydt832, account ,Current_timestamp  , 147kc675,  SAP16057, 57SAT629
554578818,159576,45984195492,746154, qydt833, account ,Current_timestamp  , 147kc676,  SAP16058, 57SAT630
554578819,159577,45984195493,746155, qydt834, account ,Current_timestamp  , 147kc677,  SAP16059, 57SAT631
554578820,159578,45984195494,746156, qydt835, account ,Current_timestamp  , 147kc678,  SAP16060, 57SAT632
554578821,159579,45984195495,746157, qydt836, account ,Current_timestamp  , 147kc679,  SAP16061, 57SAT633
554578822,159580,45984195496,746158, qydt837, account ,Current_timestamp  , 147kc680,  SAP16062, 57SAT634
554578823,159581,45984195497,746159, qydt838, account ,Current_timestamp  , 147kc681,  SAP16063, 57SAT635
554578824,159582,45984195498,746160, qydt839, account ,Current_timestamp  , 147kc682,  SAP16064, 57SAT636
554578825,159583,45984195499,746161, qydt840, account ,Current_timestamp  , 147kc683,  SAP16065, 57SAT637
554578826,159584,45984195500,746162, qydt841, account ,Current_timestamp  , 147kc684,  SAP16066, 57SAT638
554578827,159585,45984195501,746163, qydt842, account ,Current_timestamp  , 147kc685,  SAP16067, 57SAT639
554578828,159586,45984195502,746164, qydt843, account ,Current_timestamp  , 147kc686,  SAP16068, 57SAT640
554578829,159587,45984195503,746165, qydt844, account ,Current_timestamp  , 147kc687,  SAP16069, 57SAT641
554578830,159588,45984195504,746166, qydt845, account ,Current_timestamp  , 147kc688,  SAP16070, 57SAT642
554578831,159589,45984195505,746167, qydt846, account ,Current_timestamp  , 147kc689,  SAP16071, 57SAT643
554578832,159590,45984195506,746168, qydt847, account ,Current_timestamp  , 147kc690,  SAP16072, 57SAT644
554578833,159591,45984195507,746169, qydt848, account ,Current_timestamp  , 147kc691,  SAP16073, 57SAT645
554578834,159592,45984195508,746170, qydt849, account ,Current_timestamp  , 147kc692,  SAP16074, 57SAT646
554578835,159593,45984195509,746171, qydt850, account ,Current_timestamp  , 147kc693,  SAP16075, 57SAT647
554578836,159594,45984195510,746172, qydt851, account ,Current_timestamp  , 147kc694,  SAP16076, 57SAT648
554578837,159595,45984195511,746173, qydt852, account ,Current_timestamp  , 147kc695,  SAP16077, 57SAT649
554578838,159596,45984195512,746174, qydt853, account ,Current_timestamp  , 147kc696,  SAP16078, 57SAT650
554578839,159597,45984195513,746175, qydt854, account ,Current_timestamp  , 147kc697,  SAP16079, 57SAT651
554578840,159598,45984195514,746176, qydt855, account ,Current_timestamp  , 147kc698,  SAP16080, 57SAT652
554578841,159599,45984195515,746177, qydt856, account ,Current_timestamp  , 147kc699,  SAP16081, 57SAT653
554578842,159600,45984195516,746178, qydt857, account ,Current_timestamp  , 147kc700,  SAP16082, 57SAT654
554578843,159601,45984195517,746179, qydt858, account ,Current_timestamp  , 147kc701,  SAP16083, 57SAT655
554578844,159602,45984195518,746180, qydt859, account ,Current_timestamp  , 147kc702,  SAP16084, 57SAT656
554578845,159603,45984195519,746181, qydt860, account ,Current_timestamp  , 147kc703,  SAP16085, 57SAT657
554578846,159604,45984195520,746182, qydt861, account ,Current_timestamp  , 147kc704,  SAP16086, 57SAT658
554578847,159605,45984195521,746183, qydt862, account ,Current_timestamp  , 147kc705,  SAP16087, 57SAT659
554578848,159606,45984195522,746184, qydt863, account ,Current_timestamp  , 147kc706,  SAP16088, 57SAT660
554578849,159607,45984195523,746185, qydt864, account ,Current_timestamp  , 147kc707,  SAP16089, 57SAT661
554578850,159608,45984195524,746186, qydt865, account ,Current_timestamp  , 147kc708,  SAP16090, 57SAT662
554578851,159609,45984195525,746187, qydt866, account ,Current_timestamp  , 147kc709,  SAP16091, 57SAT663
554578852,159610,45984195526,746188, qydt867, account ,Current_timestamp  , 147kc710,  SAP16092, 57SAT664
554578853,159611,45984195527,746189, qydt868, account ,Current_timestamp  , 147kc711,  SAP16093, 57SAT665
554578854,159612,45984195528,746190, qydt869, account ,Current_timestamp  , 147kc712,  SAP16094, 57SAT666
554578855,159613,45984195529,746191, qydt870, account ,Current_timestamp  , 147kc713,  SAP16095, 57SAT667
554578856,159614,45984195530,746192, qydt871, account ,Current_timestamp  , 147kc714,  SAP16096, 57SAT668
554578857,159615,45984195531,746193, qydt872, account ,Current_timestamp  , 147kc715,  SAP16097, 57SAT669
554578858,159616,45984195532,746194, qydt873, account ,Current_timestamp  , 147kc716,  SAP16098, 57SAT670
554578859,159617,45984195533,746195, qydt874, account ,Current_timestamp  , 147kc717,  SAP16099, 57SAT671
554578860,159618,45984195534,746196, qydt875, account ,Current_timestamp  , 147kc718,  SAP16100, 57SAT672
554578861,159619,45984195535,746197, qydt876, account ,Current_timestamp  , 147kc719,  SAP16101, 57SAT673
554578862,159620,45984195536,746198, qydt877, account ,Current_timestamp  , 147kc720,  SAP16102, 57SAT674
554578863,159621,45984195537,746199, qydt878, account ,Current_timestamp  , 147kc721,  SAP16103, 57SAT675
554578864,159622,45984195538,746200, qydt879, account ,Current_timestamp  , 147kc722,  SAP16104, 57SAT676
554578865,159623,45984195539,746201, qydt880, account ,Current_timestamp  , 147kc723,  SAP16105, 57SAT677
554578866,159624,45984195540,746202, qydt881, account ,Current_timestamp  , 147kc724,  SAP16106, 57SAT678
554578867,159625,45984195541,746203, qydt882, account ,Current_timestamp  , 147kc725,  SAP16107, 57SAT679
554578868,159626,45984195542,746204, qydt883, account ,Current_timestamp  , 147kc726,  SAP16108, 57SAT680
554578869,159627,45984195543,746205, qydt884, account ,Current_timestamp  , 147kc727,  SAP16109, 57SAT681
554578870,159628,45984195544,746206, qydt885, account ,Current_timestamp  , 147kc728,  SAP16110, 57SAT682
554578871,159629,45984195545,746207, qydt886, account ,Current_timestamp  , 147kc729,  SAP16111, 57SAT683
554578872,159630,45984195546,746208, qydt887, account ,Current_timestamp  , 147kc730,  SAP16112, 57SAT684
554578873,159631,45984195547,746209, qydt888, account ,Current_timestamp  , 147kc731,  SAP16113, 57SAT685
554578874,159632,45984195548,746210, qydt889, account ,Current_timestamp  , 147kc732,  SAP16114, 57SAT686
554578875,159633,45984195549,746211, qydt890, account ,Current_timestamp  , 147kc733,  SAP16115, 57SAT687
554578876,159634,45984195550,746212, qydt891, account ,Current_timestamp  , 147kc734,  SAP16116, 57SAT688
554578877,159635,45984195551,746213, qydt892, account ,Current_timestamp  , 147kc735,  SAP16117, 57SAT689
554578878,159636,45984195552,746214, qydt893, account ,Current_timestamp  , 147kc736,  SAP16118, 57SAT690
554578879,159637,45984195553,746215, qydt894, account ,Current_timestamp  , 147kc737,  SAP16119, 57SAT691
554578880,159638,45984195554,746216, qydt895, account ,Current_timestamp  , 147kc738,  SAP16120, 57SAT692
554578881,159639,45984195555,746217, qydt896, account ,Current_timestamp  , 147kc739,  SAP16121, 57SAT693
554578882,159640,45984195556,746218, qydt897, account ,Current_timestamp  , 147kc740,  SAP16122, 57SAT694
554578883,159641,45984195557,746219, qydt898, account ,Current_timestamp  , 147kc741,  SAP16123, 57SAT695
554578884,159642,45984195558,746220, qydt899, account ,Current_timestamp  , 147kc742,  SAP16124, 57SAT696
554578885,159643,45984195559,746221, qydt900, account ,Current_timestamp  , 147kc743,  SAP16125, 57SAT697
554578886,159644,45984195560,746222, qydt901, account ,Current_timestamp  , 147kc744,  SAP16126, 57SAT698
554578887,159645,45984195561,746223, qydt902, account ,Current_timestamp  , 147kc745,  SAP16127, 57SAT699
554578888,159646,45984195562,746224, qydt903, account ,Current_timestamp  , 147kc746,  SAP16128, 57SAT700
554578889,159647,45984195563,746225, qydt904, account ,Current_timestamp  , 147kc747,  SAP16129, 57SAT701
554578890,159648,45984195564,746226, qydt905, account ,Current_timestamp  , 147kc748,  SAP16130, 57SAT702
554578891,159649,45984195565,746227, qydt906, account ,Current_timestamp  , 147kc749,  SAP16131, 57SAT703
554578892,159650,45984195566,746228, qydt907, account ,Current_timestamp  , 147kc750,  SAP16132, 57SAT704
554578893,159651,45984195567,746229, qydt908, account ,Current_timestamp  , 147kc751,  SAP16133, 57SAT705
554578894,159652,45984195568,746230, qydt909, account ,Current_timestamp  , 147kc752,  SAP16134, 57SAT706
554578895,159653,45984195569,746231, qydt910, account ,Current_timestamp  , 147kc753,  SAP16135, 57SAT707
554578896,159654,45984195570,746232, qydt911, account ,Current_timestamp  , 147kc754,  SAP16136, 57SAT708
554578897,159655,45984195571,746233, qydt912, account ,Current_timestamp  , 147kc755,  SAP16137, 57SAT709
554578898,159656,45984195572,746234, qydt913, account ,Current_timestamp  , 147kc756,  SAP16138, 57SAT710
554578899,159657,45984195573,746235, qydt914, account ,Current_timestamp  , 147kc757,  SAP16139, 57SAT711
554578900,159658,45984195574,746236, qydt915, account ,Current_timestamp  , 147kc758,  SAP16140, 57SAT712
554578901,159659,45984195575,746237, qydt916, account ,Current_timestamp  , 147kc759,  SAP16141, 57SAT713
554578902,159660,45984195576,746238, qydt917, account ,Current_timestamp  , 147kc760,  SAP16142, 57SAT714
554578903,159661,45984195577,746239, qydt918, account ,Current_timestamp  , 147kc761,  SAP16143, 57SAT715
554578904,159662,45984195578,746240, qydt919, account ,Current_timestamp  , 147kc762,  SAP16144, 57SAT716
554578905,159663,45984195579,746241, qydt920, account ,Current_timestamp  , 147kc763,  SAP16145, 57SAT717
554578906,159664,45984195580,746242, qydt921, account ,Current_timestamp  , 147kc764,  SAP16146, 57SAT718
554578907,159665,45984195581,746243, qydt922, account ,Current_timestamp  , 147kc765,  SAP16147, 57SAT719
554578908,159666,45984195582,746244, qydt923, account ,Current_timestamp  , 147kc766,  SAP16148, 57SAT720
554578909,159667,45984195583,746245, qydt924, account ,Current_timestamp  , 147kc767,  SAP16149, 57SAT721
554578910,159668,45984195584,746246, qydt925, account ,Current_timestamp  , 147kc768,  SAP16150, 57SAT722
554578911,159669,45984195585,746247, qydt926, account ,Current_timestamp  , 147kc769,  SAP16151, 57SAT723
554578912,159670,45984195586,746248, qydt927, account ,Current_timestamp  , 147kc770,  SAP16152, 57SAT724
554578913,159671,45984195587,746249, qydt928, account ,Current_timestamp  , 147kc771,  SAP16153, 57SAT725
554578914,159672,45984195588,746250, qydt929, account ,Current_timestamp  , 147kc772,  SAP16154, 57SAT726
554578915,159673,45984195589,746251, qydt930, account ,Current_timestamp  , 147kc773,  SAP16155, 57SAT727
554578916,159674,45984195590,746252, qydt931, account ,Current_timestamp  , 147kc774,  SAP16156, 57SAT728
554578917,159675,45984195591,746253, qydt932, account ,Current_timestamp  , 147kc775,  SAP16157, 57SAT729
554578918,159676,45984195592,746254, qydt933, account ,Current_timestamp  , 147kc776,  SAP16158, 57SAT730
554578919,159677,45984195593,746255, qydt934, account ,Current_timestamp  , 147kc777,  SAP16159, 57SAT731
554578920,159678,45984195594,746256, qydt935, account ,Current_timestamp  , 147kc778,  SAP16160, 57SAT732
554578921,159679,45984195595,746257, qydt936, account ,Current_timestamp  , 147kc779,  SAP16161, 57SAT733
554578922,159680,45984195596,746258, qydt937, account ,Current_timestamp  , 147kc780,  SAP16162, 57SAT734
554578923,159681,45984195597,746259, qydt938, account ,Current_timestamp  , 147kc781,  SAP16163, 57SAT735
554578924,159682,45984195598,746260, qydt939, account ,Current_timestamp  , 147kc782,  SAP16164, 57SAT736
554578925,159683,45984195599,746261, qydt940, account ,Current_timestamp  , 147kc783,  SAP16165, 57SAT737
554578926,159684,45984195600,746262, qydt941, account ,Current_timestamp  , 147kc784,  SAP16166, 57SAT738
554578927,159685,45984195601,746263, qydt942, account ,Current_timestamp  , 147kc785,  SAP16167, 57SAT739
554578928,159686,45984195602,746264, qydt943, account ,Current_timestamp  , 147kc786,  SAP16168, 57SAT740
554578929,159687,45984195603,746265, qydt944, account ,Current_timestamp  , 147kc787,  SAP16169, 57SAT741
554578930,159688,45984195604,746266, qydt945, account ,Current_timestamp  , 147kc788,  SAP16170, 57SAT742
554578931,159689,45984195605,746267, qydt946, account ,Current_timestamp  , 147kc789,  SAP16171, 57SAT743
554578932,159690,45984195606,746268, qydt947, account ,Current_timestamp  , 147kc790,  SAP16172, 57SAT744
554578933,159691,45984195607,746269, qydt948, account ,Current_timestamp  , 147kc791,  SAP16173, 57SAT745
554578934,159692,45984195608,746270, qydt949, account ,Current_timestamp  , 147kc792,  SAP16174, 57SAT746
554578935,159693,45984195609,746271, qydt950, account ,Current_timestamp  , 147kc793,  SAP16175, 57SAT747
554578936,159694,45984195610,746272, qydt951, account ,Current_timestamp  , 147kc794,  SAP16176, 57SAT748
554578937,159695,45984195611,746273, qydt952, account ,Current_timestamp  , 147kc795,  SAP16177, 57SAT749
554578938,159696,45984195612,746274, qydt953, account ,Current_timestamp  , 147kc796,  SAP16178, 57SAT750
554578939,159697,45984195613,746275, qydt954, account ,Current_timestamp  , 147kc797,  SAP16179, 57SAT751
554578940,159698,45984195614,746276, qydt955, account ,Current_timestamp  , 147kc798,  SAP16180, 57SAT752
554578941,159699,45984195615,746277, qydt956, account ,Current_timestamp  , 147kc799,  SAP16181, 57SAT753
554578942,159700,45984195616,746278, qydt957, account ,Current_timestamp  , 147kc800,  SAP16182, 57SAT754
554578943,159701,45984195617,746279, qydt958, account ,Current_timestamp  , 147kc801,  SAP16183, 57SAT755
554578944,159702,45984195618,746280, qydt959, account ,Current_timestamp  , 147kc802,  SAP16184, 57SAT756
554578945,159703,45984195619,746281, qydt960, account ,Current_timestamp  , 147kc803,  SAP16185, 57SAT757
554578946,159704,45984195620,746282, qydt961, account ,Current_timestamp  , 147kc804,  SAP16186, 57SAT758
554578947,159705,45984195621,746283, qydt962, account ,Current_timestamp  , 147kc805,  SAP16187, 57SAT759
554578948,159706,45984195622,746284, qydt963, account ,Current_timestamp  , 147kc806,  SAP16188, 57SAT760
554578949,159707,45984195623,746285, qydt964, account ,Current_timestamp  , 147kc807,  SAP16189, 57SAT761
554578950,159708,45984195624,746286, qydt965, account ,Current_timestamp  , 147kc808,  SAP16190, 57SAT762
554578951,159709,45984195625,746287, qydt966, account ,Current_timestamp  , 147kc809,  SAP16191, 57SAT763
554578952,159710,45984195626,746288, qydt967, account ,Current_timestamp  , 147kc810,  SAP16192, 57SAT764
554578953,159711,45984195627,746289, qydt968, account ,Current_timestamp  , 147kc811,  SAP16193, 57SAT765
554578954,159712,45984195628,746290, qydt969, account ,Current_timestamp  , 147kc812,  SAP16194, 57SAT766
554578955,159713,45984195629,746291, qydt970, account ,Current_timestamp  , 147kc813,  SAP16195, 57SAT767
554578956,159714,45984195630,746292, qydt971, account ,Current_timestamp  , 147kc814,  SAP16196, 57SAT768
554578957,159715,45984195631,746293, qydt972, account ,Current_timestamp  , 147kc815,  SAP16197, 57SAT769
554578958,159716,45984195632,746294, qydt973, account ,Current_timestamp  , 147kc816,  SAP16198, 57SAT770
554578959,159717,45984195633,746295, qydt974, account ,Current_timestamp  , 147kc817,  SAP16199, 57SAT771
554578960,159718,45984195634,746296, qydt975, account ,Current_timestamp  , 147kc818,  SAP16200, 57SAT772
554578961,159719,45984195635,746297, qydt976, account ,Current_timestamp  , 147kc819,  SAP16201, 57SAT773
554578962,159720,45984195636,746298, qydt977, account ,Current_timestamp  , 147kc820,  SAP16202, 57SAT774
554578963,159721,45984195637,746299, qydt978, account ,Current_timestamp  , 147kc821,  SAP16203, 57SAT775
554578964,159722,45984195638,746300, qydt979, account ,Current_timestamp  , 147kc822,  SAP16204, 57SAT776
554578965,159723,45984195639,746301, qydt980, account ,Current_timestamp  , 147kc823,  SAP16205, 57SAT777
554578966,159724,45984195640,746302, qydt981, account ,Current_timestamp  , 147kc824,  SAP16206, 57SAT778
554578967,159725,45984195641,746303, qydt982, account ,Current_timestamp  , 147kc825,  SAP16207, 57SAT779
554578968,159726,45984195642,746304, qydt983, account ,Current_timestamp  , 147kc826,  SAP16208, 57SAT780
554578969,159727,45984195643,746305, qydt984, account ,Current_timestamp  , 147kc827,  SAP16209, 57SAT781
554578970,159728,45984195644,746306, qydt985, account ,Current_timestamp  , 147kc828,  SAP16210, 57SAT782
554578971,159729,45984195645,746307, qydt986, account ,Current_timestamp  , 147kc829,  SAP16211, 57SAT783
554578972,159730,45984195646,746308, qydt987, account ,Current_timestamp  , 147kc830,  SAP16212, 57SAT784
554578973,159731,45984195647,746309, qydt988, account ,Current_timestamp  , 147kc831,  SAP16213, 57SAT785
554578974,159732,45984195648,746310, qydt989, account ,Current_timestamp  , 147kc832,  SAP16214, 57SAT786
554578975,159733,45984195649,746311, qydt990, account ,Current_timestamp  , 147kc833,  SAP16215, 57SAT787
554578976,159734,45984195650,746312, qydt991, account ,Current_timestamp  , 147kc834,  SAP16216, 57SAT788
554578977,159735,45984195651,746313, qydt992, account ,Current_timestamp  , 147kc835,  SAP16217, 57SAT789
